date,set,type,name,market_price,low_price,high_price,source_url
2026-06-26,Temporal Forces Iron Leaves Ex,ETB,Temporal Forces Elite Trainer Box [Iron Leaves ex],103.24,111.0,179.99,https://www.pokeinsight.com/sealed-products/temporal-forces-elite-trainer-box-iron-leaves-ex
2026-06-26,Battle Styles Rapid Strike Urshifu Blue,ETB,Battle Styles Elite Trainer Box [Rapid Strike Urshifu] (Blue),93.81,95.0,200.0,https://www.pokeinsight.com/sealed-products/battle-styles-elite-trainer-box-rapid-strike-urshifu-blue
2026-06-26,Battle Styles Single Strike Urshifu Red,ETB,Battle Styles Elite Trainer Box [Single Strike Urshifu] (Red),93.03,97.0,200.0,https://www.pokeinsight.com/sealed-products/battle-styles-elite-trainer-box-single-strike-urshifu-red
2026-06-26,Mega Evolution Mega Lucario,ETB,Mega Evolution Elite Trainer Box [Mega Lucario],91.86,85.0,3000.0,https://www.pokeinsight.com/sealed-products/mega-evolution-elite-trainer-box-mega-lucario
2026-06-26,Mega Evolution Mega Gardevoir,ETB,Mega Evolution Elite Trainer Box [Mega Gardevoir],90.63,79.99,3000.0,https://www.pokeinsight.com/sealed-products/mega-evolution-elite-trainer-box-mega-gardevoir
2026-06-26,Shrouded Fable,ETB,Shrouded Fable Elite Trainer Box,86.97,79.49,200.0,https://www.pokeinsight.com/sealed-products/shrouded-fable-elite-trainer-box
2026-06-26,Twilight Masquerade,ETB,Twilight Masquerade Elite Trainer Box,86.06,75.0,999.99,https://www.pokeinsight.com/sealed-products/twilight-masquerade-elite-trainer-box
2026-06-26,Code Card Team Up,ETB,Code Card - Team Up Elite Trainer Box,7.5,7.5,87.9,https://www.pokeinsight.com/sealed-products/code-card-team-up-elite-trainer-box
2026-06-26,Code Card Phantasmal Flames Pokemon Center Digital Bundle,ETB,Code Card -  Phantasmal Flames Pokemon Center Elite Trainer Box Digital Bundle,3.14,2.0,33.1,https://www.pokeinsight.com/sealed-products/code-card-phantasmal-flames-pokemon-center-elite-trainer-box-digital-bundle
2026-06-26,Code Card Destined Rivals Pokemon Center Exclusive,ETB,Code Card - Destined Rivals Pokemon Center Elite Trainer Box (Exclusive),2.72,2.72,2.72,https://www.pokeinsight.com/sealed-products/code-card-destined-rivals-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card White Flare Pokemon Center Exclusive,ETB,Code Card - White Flare Pokemon Center Elite Trainer Box (Exclusive),2.57,1.0,19.98,https://www.pokeinsight.com/sealed-products/code-card-white-flare-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Scarlet Violet Pokemon Center Exclusive Koraidon,ETB,Code Card - Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Koraidon],2.25,1.75,32.5,https://www.pokeinsight.com/sealed-products/code-card-scarlet-violet-pokemon-center-elite-trainer-box-exclusive-koraidon
2026-06-26,Code Card Mega Evolution Pokemon Center Exclusive,ETB,Code Card - Mega Evolution Pokemon Center Elite Trainer Box (Exclusive),2.16,2.0,33.1,https://www.pokeinsight.com/sealed-products/code-card-mega-evolution-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Lost Origin Pokemon Center Exclusive,ETB,Code Card - Lost Origin Pokemon Center Elite Trainer Box (Exclusive),2.16,1.95,34.5,https://www.pokeinsight.com/sealed-products/code-card-lost-origin-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Pokemon Go Pokemon Center Plus Exclusive,ETB,Code Card - Pokemon GO Pokemon Center Elite Trainer Box Plus (Exclusive),2.04,2.0,33.1,https://www.pokeinsight.com/sealed-products/code-card-pokemon-go-pokemon-center-elite-trainer-box-plus-exclusive
2026-06-26,Code Card Stellar Crown Pokemon Center Exclusive,ETB,Code Card - Stellar Crown Pokemon Center Elite Trainer Box (Exclusive),1.51,1.5,28.1,https://www.pokeinsight.com/sealed-products/code-card-stellar-crown-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Prismatic Evolutions Pokemon Center,ETB,Code Card - Prismatic Evolutions Pokemon Center Elite Trainer Box,1.27,0.81,19.98,https://www.pokeinsight.com/sealed-products/code-card-prismatic-evolutions-pokemon-center-elite-trainer-box
2026-06-26,Code Card Obsidian Flames Pokemon Center Exclusive,ETB,Code Card - Obsidian Flames Pokemon Center Elite Trainer Box (Exclusive),1.24,1.26,25.7,https://www.pokeinsight.com/sealed-products/code-card-obsidian-flames-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Celebrations Pokemon Center Exclusive,ETB,Code Card - Celebrations Pokemon Center Elite Trainer Box (Exclusive),1.06,0.99,19.98,https://www.pokeinsight.com/sealed-products/code-card-celebrations-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Crown Zenith Pokemon Center Plus,ETB,Code Card - Crown Zenith Pokemon Center Elite Trainer Box Plus,0.99,0.99,19.98,https://www.pokeinsight.com/sealed-products/code-card-crown-zenith-pokemon-center-elite-trainer-box-plus
2026-06-26,Code Card Shrouded Fable Pokemon Center Exclusive,ETB,Code Card - Shrouded Fable Pokemon Center Elite Trainer Box (Exclusive),0.93,0.7,19.98,https://www.pokeinsight.com/sealed-products/code-card-shrouded-fable-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Code Card Journey Together Pokemon Center,ETB,Code Card - Journey Together Pokemon Center Elite Trainer Box,0.75,0.99,19.98,https://www.pokeinsight.com/sealed-products/code-card-journey-together-pokemon-center-elite-trainer-box
2026-06-26,Code Card Temporal Forces Pokemon Center Exclusive Walking Wake,ETB,Code Card - Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Walking Wake],0.69,0.35,19.98,https://www.pokeinsight.com/sealed-products/code-card-temporal-forces-pokemon-center-elite-trainer-box-exclusive-walking-wake
2026-06-26,Code Card Hidden Fates,ETB,Code Card - Hidden Fates Elite Trainer Box,0.56,0.08,19.98,https://www.pokeinsight.com/sealed-products/code-card-hidden-fates-elite-trainer-box
2026-06-26,Code Card Rebel Clash,ETB,Code Card - Rebel Clash Elite Trainer Box,0.55,0.2,19.98,https://www.pokeinsight.com/sealed-products/code-card-rebel-clash-elite-trainer-box
2026-06-26,Code Card Darkness Ablaze,ETB,Code Card - Darkness Ablaze Elite Trainer Box,0.33,0.08,19.98,https://www.pokeinsight.com/sealed-products/code-card-darkness-ablaze-elite-trainer-box
2026-06-26,Code Card Destined Rivals,ETB,Code Card - Destined Rivals Elite Trainer Box,0.29,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-destined-rivals-elite-trainer-box
2026-06-26,Code Card Mega Evolution Alakazam Digital Bundle,ETB,Code Card: Mega Evolution Elite Trainer Box Alakazam Digital Bundle,0.23,0.07,19.98,https://www.pokeinsight.com/sealed-products/code-card-mega-evolution-elite-trainer-box-alakazam-digital-bundle
2026-06-26,Code Card Stellar Crown,ETB,Code Card - Stellar Crown Elite Trainer Box,0.23,0.11,19.98,https://www.pokeinsight.com/sealed-products/code-card-stellar-crown-elite-trainer-box
2026-06-26,Code Card Journey Together,ETB,Code Card - Journey Together Elite Trainer Box,0.21,0.05,19.98,https://www.pokeinsight.com/sealed-products/code-card-journey-together-elite-trainer-box
2026-06-26,Code Card Temporal Forces Iron Leaves,ETB,Code Card - Temporal Forces Elite Trainer Box [Iron Leaves],0.21,0.09,19.98,https://www.pokeinsight.com/sealed-products/code-card-temporal-forces-elite-trainer-box-iron-leaves
2026-06-26,Code Card Chilling Reign Shadow Rider Calyrex,ETB,Code Card - Chilling Reign Elite Trainer Box [Shadow Rider Calyrex],0.2,0.07,19.98,https://www.pokeinsight.com/sealed-products/code-card-chilling-reign-elite-trainer-box-shadow-rider-calyrex
2026-06-26,Code Card Mega Evolution Riolu Digital Bundle,ETB,Code Card: Mega Evolution Elite Trainer Box Riolu Digital Bundle,0.19,0.03,19.98,https://www.pokeinsight.com/sealed-products/code-card-mega-evolution-elite-trainer-box-riolu-digital-bundle
2026-06-26,Code Card Phantasmal Flames Digital Bundle,ETB,Code Card - Phantasmal Flames Elite Trainer Box Digital Bundle,0.19,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-phantasmal-flames-elite-trainer-box-digital-bundle
2026-06-26,Code Card Celebrations,ETB,Code Card - Celebrations Elite Trainer Box,0.17,0.04,19.98,https://www.pokeinsight.com/sealed-products/code-card-celebrations-elite-trainer-box
2026-06-26,Code Card Chilling Reign Ice Rider Calyrex,ETB,Code Card - Chilling Reign Elite Trainer Box [Ice Rider Calyrex],0.16,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-chilling-reign-elite-trainer-box-ice-rider-calyrex
2026-06-26,Code Card Temporal Forces Walking Wake,ETB,Code Card - Temporal Forces Elite Trainer Box [Walking Wake],0.16,0.05,19.98,https://www.pokeinsight.com/sealed-products/code-card-temporal-forces-elite-trainer-box-walking-wake
2026-06-26,Code Card Crown Zenith,ETB,Code Card - Crown Zenith Elite Trainer Box,0.15,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-crown-zenith-elite-trainer-box
2026-06-26,Code Card Vivid Voltage,ETB,Code Card - Vivid Voltage Elite Trainer Box,0.15,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-vivid-voltage-elite-trainer-box
2026-06-26,Code Card Brilliant Stars,ETB,Code Card - Brilliant Stars Elite Trainer Box,0.11,0.04,19.98,https://www.pokeinsight.com/sealed-products/code-card-brilliant-stars-elite-trainer-box
2026-06-26,Code Card Lost Origin,ETB,Code Card - Lost Origin Elite Trainer Box,0.1,0.04,19.98,https://www.pokeinsight.com/sealed-products/code-card-lost-origin-elite-trainer-box
2026-06-26,Code Card Scarlet Violet Koraidon,ETB,Code Card - Scarlet & Violet Elite Trainer Box [Koraidon],0.1,0.04,19.98,https://www.pokeinsight.com/sealed-products/code-card-scarlet-violet-elite-trainer-box-koraidon
2026-06-26,Code Card Shrouded Fable,ETB,Code Card - Shrouded Fable Elite Trainer Box,0.1,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-shrouded-fable-elite-trainer-box
2026-06-26,Code Card Pokemon Go,ETB,Code Card - Pokemon GO Elite Trainer Box,0.09,0.02,19.98,https://www.pokeinsight.com/sealed-products/code-card-pokemon-go-elite-trainer-box
2026-06-26,Code Card Prismatic Evolutions,ETB,Code Card - Prismatic Evolutions Elite Trainer Box,0.09,0.01,5.0,https://www.pokeinsight.com/sealed-products/code-card-prismatic-evolutions-elite-trainer-box
2026-06-26,Code Card Scarlet Violet Miraidon,ETB,Code Card - Scarlet & Violet Elite Trainer Box [Miraidon],0.07,0.07,19.98,https://www.pokeinsight.com/sealed-products/code-card-scarlet-violet-elite-trainer-box-miraidon
2026-06-26,Code Card Obsidian Flames,ETB,Code Card - Obsidian Flames Elite Trainer Box,0.07,0.03,19.98,https://www.pokeinsight.com/sealed-products/code-card-obsidian-flames-elite-trainer-box
2026-06-26,Code Card White Flare,ETB,Code Card - White Flare Elite Trainer Box,0.05,0.01,19.98,https://www.pokeinsight.com/sealed-products/code-card-white-flare-elite-trainer-box
2026-06-26,Code Card Shining Fates,ETB,Code Card - Shining Fates Elite Trainer Box,0.05,0.02,19.98,https://www.pokeinsight.com/sealed-products/code-card-shining-fates-elite-trainer-box
2026-06-26,Code Card Chilling Reign Pokemon Center Ice Rider Calyrex,ETB,Code Card - Chilling Reign Pokemon Center Elite Trainer Box [Ice Rider Calyrex] Price unavailable Updated 4/16/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-chilling-reign-pokemon-center-elite-trainer-box-ice-rider-calyrex
2026-06-26,Chilling Reign Case,ETB,Chilling Reign Elite Trainer Box Case Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/chilling-reign-elite-trainer-box-case
2026-06-26,Prismatic Evolutions Case Dollar General Exclusive,ETB,Prismatic Evolutions Elite Trainer Box Case (Dollar General Exclusive) Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/prismatic-evolutions-elite-trainer-box-case-dollar-general-exclusive
2026-06-26,Code Card Unbroken Bonds,ETB,Code Card - Unbroken Bonds Elite Trainer Box Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-unbroken-bonds-elite-trainer-box
2026-06-26,Code Card Brilliant Stars Pokemon Center Exclusive,ETB,Code Card - Brilliant Stars Pokemon Center Elite Trainer Box (Exclusive) Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-brilliant-stars-pokemon-center-elite-trainer-box-exclusive
2026-06-26,Unbroken Bonds,ETB,Unbroken Bonds Elite Trainer Box Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/unbroken-bonds-elite-trainer-box
2026-06-26,Obsidian Flames Pokemon Center Case Exclusive,ETB,Obsidian Flames Pokemon Center Elite Trainer Box Case (Exclusive) Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/obsidian-flames-pokemon-center-elite-trainer-box-case-exclusive
2026-06-26,Hidden Fates Case,ETB,Hidden Fates Elite Trainer Box Case Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/hidden-fates-elite-trainer-box-case
2026-06-26,Vivid Voltage Case,ETB,Vivid Voltage Elite Trainer Box Case Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/vivid-voltage-elite-trainer-box-case
2026-06-26,Code Card Sword Shield Plus Zamazenta,ETB,Code Card - Sword & Shield Elite Trainer Box Plus [Zamazenta] Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-sword-shield-elite-trainer-box-plus-zamazenta
2026-06-26,Code Card Sword Shield Plus Zacian,ETB,Code Card - Sword & Shield Elite Trainer Box Plus [Zacian] Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-sword-shield-elite-trainer-box-plus-zacian
2026-06-26,Code Card Temporal Forces Pokemon Center Exclusive Iron Leaves,ETB,Code Card - Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Iron Leaves] Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-temporal-forces-pokemon-center-elite-trainer-box-exclusive-iron-leaves
2026-06-26,Astral Radiance Case,ETB,Astral Radiance Elite Trainer Box Case Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/astral-radiance-elite-trainer-box-case
2026-06-26,Temporal Forces Case,ETB,Temporal Forces Elite Trainer Box Case Price unavailable,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/temporal-forces-elite-trainer-box-case
2026-06-26,White Flare Pokemon Center Exclusive Case,ETB,White Flare Pokemon Center Elite Trainer Box (Exclusive) Case Price unavailable,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/white-flare-pokemon-center-elite-trainer-box-exclusive-case
2026-06-26,Black Bolt Pokemon Center Exclusive Case,ETB,Black Bolt Pokemon Center Elite Trainer Box (Exclusive) Case Price unavailable,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/black-bolt-pokemon-center-elite-trainer-box-exclusive-case
2026-06-26,Brilliant Stars Pokemon Center Exclusive Case,ETB,Brilliant Stars Pokemon Center Elite Trainer Box (Exclusive) Case Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/brilliant-stars-pokemon-center-elite-trainer-box-exclusive-case
2026-06-26,Temporal Forces Pokemon Center Case Exclusive Walking Wake,ETB,Temporal Forces Pokemon Center Elite Trainer Box Case (Exclusive) [Walking Wake] Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/temporal-forces-pokemon-center-elite-trainer-box-case-exclusive-walking-wake
2026-06-26,Chilling Reign Pokemon Center Case Exclusive,ETB,Chilling Reign Pokemon Center Elite Trainer Box Case (Exclusive) Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/chilling-reign-pokemon-center-elite-trainer-box-case-exclusive
2026-06-26,Temporal Forces Pokemon Center Case Exclusive Iron Leaves,ETB,Temporal Forces Pokemon Center Elite Trainer Box Case (Exclusive) [Iron Leaves] Price unavailable Updated 4/19/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/temporal-forces-pokemon-center-elite-trainer-box-case-exclusive-iron-leaves
2026-06-26,Code Card Scarlet Violet Pokemon Center Exclusive Miraidon,ETB,Code Card - Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Miraidon] Price unavailable Updated 4/20/2026,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/code-card-scarlet-violet-pokemon-center-elite-trainer-box-exclusive-miraidon
2026-06-27,Team Up,Booster Box,Team Up Booster Box,10941.94,11500.0,14999.99,https://www.pokeinsight.com/sealed-products/team-up-booster-box
2026-06-27,Cosmic Eclipse,Booster Box,Cosmic Eclipse Booster Box,3840.66,3989.01,10000.0,https://www.pokeinsight.com/sealed-products/cosmic-eclipse-booster-box
2026-06-27,Evolving Skies,Booster Box,Evolving Skies Booster Box,2613.31,2200.0,12000.0,https://www.pokeinsight.com/sealed-products/evolving-skies-booster-box
2026-06-27,Unified Minds,Booster Box,Unified Minds Booster Box,2576.78,2999.97,9000.0,https://www.pokeinsight.com/sealed-products/unified-minds-booster-box
2026-06-27,Unbroken Bonds,Booster Box,Unbroken Bonds Booster Box,2407.47,2391.01,7899.95,https://www.pokeinsight.com/sealed-products/unbroken-bonds-booster-box
2026-06-27,Lost Thunder,Booster Box,Lost Thunder Booster Box,1608.33,1450.0,4897.95,https://www.pokeinsight.com/sealed-products/lost-thunder-booster-box
2026-06-27,Fusion Strike,Booster Box,Fusion Strike Booster Box,990.5,984.99,3000.0,https://www.pokeinsight.com/sealed-products/fusion-strike-booster-box
2026-06-27,Lost Origin,Booster Box,Lost Origin Booster Box,718.94,715.0,2500.0,https://www.pokeinsight.com/sealed-products/lost-origin-booster-box
2026-06-27,Sword Shield,Booster Box,Sword & Shield Booster Box,680.56,644.99,1200.0,https://www.pokeinsight.com/sealed-products/sword-shield-booster-box
2026-06-27,Brilliant Stars,Booster Box,Brilliant Stars Booster Box,592.54,590.0,5000.0,https://www.pokeinsight.com/sealed-products/brilliant-stars-booster-box
2026-06-27,Destined Rivals,Booster Box,Destined Rivals Booster Box,581.79,585.0,2185.0,https://www.pokeinsight.com/sealed-products/destined-rivals-booster-box
2026-06-27,Rebel Clash,Booster Box,Rebel Clash Booster Box,499.02,474.98,1200.0,https://www.pokeinsight.com/sealed-products/rebel-clash-booster-box
2026-06-27,Chilling Reign,Booster Box,Chilling Reign Booster Box,491.49,480.0,1825.0,https://www.pokeinsight.com/sealed-products/chilling-reign-booster-box
2026-06-27,Silver Tempest,Booster Box,Silver Tempest Booster Box,460.04,455.0,9999.99,https://www.pokeinsight.com/sealed-products/silver-tempest-booster-box
2026-06-27,Paldea Evolved,Booster Box,Paldea Evolved Booster Box,445.42,433.0,2385.0,https://www.pokeinsight.com/sealed-products/paldea-evolved-booster-box
2026-06-27,Astral Radiance,Booster Box,Astral Radiance Booster Box,384.79,360.0,899.99,https://www.pokeinsight.com/sealed-products/astral-radiance-booster-box
2026-06-27,Phantasmal Flames,Booster Box,Phantasmal Flames Booster Box,384.78,400.0,1200.0,https://www.pokeinsight.com/sealed-products/phantasmal-flames-booster-box
2026-06-27,Obsidian Flames,Booster Box,Obsidian Flames Booster Box,367.23,375.0,1000.0,https://www.pokeinsight.com/sealed-products/obsidian-flames-booster-box
2026-06-27,Twilight Masquerade,Booster Box,Twilight Masquerade Booster Box,339.15,329.99,1350.0,https://www.pokeinsight.com/sealed-products/twilight-masquerade-booster-box
2026-06-27,Darkness Ablaze,Booster Box,Darkness Ablaze Booster Box,325.53,329.95,1000.0,https://www.pokeinsight.com/sealed-products/darkness-ablaze-booster-box
2026-06-27,Stellar Crown,Booster Box,Stellar Crown Booster Box,308.38,290.0,9999.99,https://www.pokeinsight.com/sealed-products/stellar-crown-booster-box
2026-06-27,Mega Evolution,Booster Box,Mega Evolution Booster Box,301.91,299.99,500.0,https://www.pokeinsight.com/sealed-products/mega-evolution-booster-box
2026-06-27,Mega Evolution,Booster Box,Mega Evolution Enhanced Booster Box,294.56,286.0,2999.99,https://www.pokeinsight.com/sealed-products/mega-evolution-enhanced-booster-box
2026-06-27,Vivid Voltage,Booster Box,Vivid Voltage Booster Box,292.22,284.99,1000.0,https://www.pokeinsight.com/sealed-products/vivid-voltage-booster-box
2026-06-27,Temporal Forces,Booster Box,Temporal Forces Booster Box,291.19,299.0,500.0,https://www.pokeinsight.com/sealed-products/temporal-forces-booster-box
2026-06-27,Journey Together,Booster Box,Journey Together Booster Box,277.82,290.0,558.43,https://www.pokeinsight.com/sealed-products/journey-together-booster-box
2026-06-27,Paradox Rift,Booster Box,Paradox Rift Booster Box,276.33,265.99,1000.0,https://www.pokeinsight.com/sealed-products/paradox-rift-booster-box
2026-06-27,Journey Together,Booster Box,Journey Together Enhanced Booster Box,261.08,250.0,5000.0,https://www.pokeinsight.com/sealed-products/journey-together-enhanced-booster-box
2026-06-27,Battle Styles,Booster Box,Battle Styles Booster Box,257.1,249.99,1100.0,https://www.pokeinsight.com/sealed-products/battle-styles-booster-box
2026-06-27,Surging Sparks,Booster Box,Surging Sparks Booster Box,255.75,245.0,4999.99,https://www.pokeinsight.com/sealed-products/surging-sparks-booster-box
2026-06-27,Destined Rivals,Booster Box,Destined Rivals Half Booster Box,253.58,275.0,275.0,https://www.pokeinsight.com/sealed-products/destined-rivals-half-booster-box
2026-06-27,Scarlet Violet,Booster Box,Scarlet & Violet Booster Box,250.34,246.0,3250.0,https://www.pokeinsight.com/sealed-products/scarlet-violet-booster-box
2026-06-27,Temporal Forces,Booster Box,Temporal Forces Half Booster Box Price unavailable,10941.94,11500.0,14999.99,https://www.pokeinsight.com/sealed-products/temporal-forces-half-booster-box
2026-06-27,Journey Together,Booster Box,Journey Together Half Booster Box Price unavailable,10941.94,11500.0,14999.99,https://www.pokeinsight.com/sealed-products/journey-together-half-booster-box
2026-06-27,Stellar Crown,Booster Box,Stellar Crown Half Booster Box Price unavailable Updated 4/19/2026,10941.94,11500.0,14999.99,https://www.pokeinsight.com/sealed-products/stellar-crown-half-booster-box
2026-06-27,Mega Evolution,Booster Box,Mega Evolution Half Booster Box Price unavailable,10941.94,11500.0,14999.99,https://www.pokeinsight.com/sealed-products/mega-evolution-half-booster-box
2026-06-27,Scarlet Violet,Booster Box,Scarlet & Violet Half Booster Box Price unavailable,10941.94,11500.0,14999.99,https://www.pokeinsight.com/sealed-products/scarlet-violet-half-booster-box
2026-06-27,151 Case,ETB,151 Elite Trainer Box Case,4765.45,6550.99,9000.0,https://www.pokeinsight.com/sealed-products/151-elite-trainer-box-case
2026-06-27,Evolving Skies Case,ETB,Evolving Skies Elite Trainer Box Case,3950.0,6399.99,6400.0,https://www.pokeinsight.com/sealed-products/evolving-skies-elite-trainer-box-case
2026-06-27,Team Up,ETB,Team Up Elite Trainer Box,3224.54,4194.99,5600.0,https://www.pokeinsight.com/sealed-products/team-up-elite-trainer-box
2026-06-27,Paldean Fates Case,ETB,Paldean Fates Elite Trainer Box Case,3088.71,3978.97,4999.99,https://www.pokeinsight.com/sealed-products/paldean-fates-elite-trainer-box-case
2026-06-27,Celebrations Case,ETB,Celebrations Elite Trainer Box Case,2988.68,3879.89,19000.0,https://www.pokeinsight.com/sealed-products/celebrations-elite-trainer-box-case
2026-06-27,Crown Zenith Case,ETB,Crown Zenith Elite Trainer Box Case,2795.51,3499.95,4999.99,https://www.pokeinsight.com/sealed-products/crown-zenith-elite-trainer-box-case
2026-06-27,Prismatic Evolutions Pokemon Center Exclusive Case,ETB,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive) Case,2364.94,2900.0,15000.0,https://www.pokeinsight.com/sealed-products/prismatic-evolutions-pokemon-center-elite-trainer-box-exclusive-case
2026-06-27,Crown Zenith Pokemon Center Plus Case,ETB,Crown Zenith Pokemon Center Elite Trainer Box Plus Case,1939.75,2499.99,5000.0,https://www.pokeinsight.com/sealed-products/crown-zenith-pokemon-center-elite-trainer-box-plus-case
2026-06-27,Unified Minds,ETB,Unified Minds Elite Trainer Box,1927.69,1949.0,5000.0,https://www.pokeinsight.com/sealed-products/unified-minds-elite-trainer-box
2026-06-27,Evolving Skies Pokemon Center Set Of 2 Exclusive,ETB,Evolving Skies Pokemon Center Elite Trainer Box [Set of 2] (Exclusive),1870.99,2490.0,4999.0,https://www.pokeinsight.com/sealed-products/evolving-skies-pokemon-center-elite-trainer-box-set-of-2-exclusive
2026-06-27,Prismatic Evolutions Case,ETB,Prismatic Evolutions Elite Trainer Box Case,1834.3,1859.9,3999.95,https://www.pokeinsight.com/sealed-products/prismatic-evolutions-elite-trainer-box-case
2026-06-27,Obsidian Flames Case,ETB,Obsidian Flames Elite Trainer Box Case,1796.4,2650.0,2750.0,https://www.pokeinsight.com/sealed-products/obsidian-flames-elite-trainer-box-case
2026-06-27,Cosmic Eclipse,ETB,Cosmic Eclipse Elite Trainer Box,1693.75,2000.0,2000.0,https://www.pokeinsight.com/sealed-products/cosmic-eclipse-elite-trainer-box
2026-06-27,Celebrations Pokemon Center Case Exclusive,ETB,Celebrations Pokemon Center Elite Trainer Box Case (Exclusive),1672.89,2493.88,10000.0,https://www.pokeinsight.com/sealed-products/celebrations-pokemon-center-elite-trainer-box-case-exclusive
2026-06-27,Lost Origin Case,ETB,Lost Origin Elite Trainer Box Case,1657.59,1998.94,2549.49,https://www.pokeinsight.com/sealed-products/lost-origin-elite-trainer-box-case
2026-06-27,Destined Rivals Case,ETB,Destined Rivals Elite Trainer Box Case,1561.31,2288.0,4000.0,https://www.pokeinsight.com/sealed-products/destined-rivals-elite-trainer-box-case
2026-06-27,Paldea Evolved Case,ETB,Paldea Evolved Elite Trainer Box Case,1558.48,1800.0,2500.0,https://www.pokeinsight.com/sealed-products/paldea-evolved-elite-trainer-box-case
2026-06-27,Brilliant Stars Case,ETB,Brilliant Stars Elite Trainer Box Case,1398.65,1665.0,2000.0,https://www.pokeinsight.com/sealed-products/brilliant-stars-elite-trainer-box-case
2026-06-27,151 Pokemon Center Exclusive,ETB,151 Pokemon Center Elite Trainer Box (Exclusive),1387.35,1360.0,10000.0,https://www.pokeinsight.com/sealed-products/151-pokemon-center-elite-trainer-box-exclusive
2026-06-27,Paradox Rift Case,ETB,Paradox Rift Elite Trainer Box Case,1299.0,1297.95,1399.99,https://www.pokeinsight.com/sealed-products/paradox-rift-elite-trainer-box-case
2026-06-27,Shining Fates Case,ETB,Shining Fates Elite Trainer Box Case,1259.31,1359.99,1448.95,https://www.pokeinsight.com/sealed-products/shining-fates-elite-trainer-box-case
2026-06-27,Silver Tempest Case,ETB,Silver Tempest Elite Trainer Box Case,1206.99,1445.0,25000.0,https://www.pokeinsight.com/sealed-products/silver-tempest-elite-trainer-box-case
2026-06-27,Black Bolt Case,ETB,Black Bolt Elite Trainer Box Case,1161.93,1700.69,9999.99,https://www.pokeinsight.com/sealed-products/black-bolt-elite-trainer-box-case
2026-06-27,Phantasmal Flames Case,ETB,Phantasmal Flames Elite Trainer Box Case,1114.82,1300.0,2500.0,https://www.pokeinsight.com/sealed-products/phantasmal-flames-elite-trainer-box-case
2026-06-27,Darkness Ablaze Case,ETB,Darkness Ablaze Elite Trainer Box Case,1106.65,1269.89,3000.0,https://www.pokeinsight.com/sealed-products/darkness-ablaze-elite-trainer-box-case
